200
5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 
52.16884 154.3571 x x 67.92649 87.19019 x 135.68917 144.63672 x 116.55046 115.99664 x 94.79086 x x x 43.24806 180.11552 x 138.3046 121.57983 81.53104 x 171.14746 100.41818 121.9313 66.38298 34.68428 x x x 189.99024 x 115.02537 79.53946 x x 146.60206 19.22068 57.831 x 130.06538 x x 127.41248 45.06859 115.04025 x x 115.69157 129.71229 106.45344 x 127.35562 171.51693 133.45539 172.64819 x x 157.23248 177.3922 x x 55.25169 75.47933 x x 48.9586 119.78533 x 137.63155 144.06766 80.1526 x 109.54669 x 134.79709 162.24617 90.27073 x 123.31745 x 154.83703 86.33945 188.31605 x 117.4765 126.64153 177.63987 134.89982 x x 139.78627 143.56336 87.69883 x x 175.27306 45.1624 41.01597 x x 12.74701 21.72337 x 132.9213 26.70171 x 81.83708 40.71424 157.14706 161.1006 x 89.94686 106.7162 85.99126 121.63063 21.36422 114.38233 x 64.89407 144.39788 77.76488 x 23.18571 x 42.74654 129.70506 102.73261 x 81.69891 17.37771 174.67729 15.30742 104.57659 174.03497 x x x x x 28.07938 x x 25.14231 x x 70.94553 77.77961 23.86421 x 80.71466 33.41753 172.30695 138.41008 184.76948 29.71076 152.07922 x 48.46742 x 73.10125 x 86.19405 46.24288 83.61972 x x x x 46.42659 101.95737 x x 141.28726 114.94608 144.118 78.40099 34.48374 x 24.10339 x x x x x 136.67188 65.39035 x 143.90916 x 108.33952 144.15277 x 185.71058 125.97213 77.93467 x x 
x x 67.29017 x x 183.42345 131.27548 64.81599 x 161.99649 55.75561 98.85123 x x 77.24705 46.05318 x x 44.34466 x x 84.57966 153.36686 105.54982 x 134.6827 54.98199 x x 104.27888 x x x 175.42129 x 199.93736 66.8212 158.86267 61.39399 x 112.66833 x x 115.32205 37.5149 x 141.56512 x 164.91003 x 65.93547 x 77.03674 47.25699 x 93.81162 37.02653 x x x x 47.46546 76.94051 x 115.76316 151.22427 179.11508 x x x x x 106.78137 x 40.59021 93.67387 x 118.16793 x x x 64.62787 192.28592 100.73911 212.95893 x x 64.79385 x x 84.30855 155.39397 x 96.22394 x x 121.76109 160.75258 x x x x x 173.79228 148.71154 x x x x 162.45378 155.56069 93.30478 x 85.71259 200.1143 x 86.60735 59.11288 149.38705 70.57163 x x x x 90.85682 187.94253 47.62486 182.66802 120.13611 82.63674 6.57609 141.62228 158.1251 91.55913 167.69298 x 30.25008 131.00409 60.78452 x 128.39284 x x 126.84917 152.07707 x 96.51526 188.26861 x x 166.12526 x x x 12.34857 54.14982 94.97267 x x x x 38.81277 x x 144.06342 x x 51.66601 x 179.03167 87.09692 x x 88.64047 x x x 109.4844 103.855 x x x 213.65643 151.43199 34.03472 x 90.58011 x 105.60699 124.26818 x x x x 99.30875 x x x 140.52064 x 
x 120.60072 97.8763 160.59095 96.09562 135.41544 83.33657 115.2286 153.91348 163.78517 82.40323 46.64164 x 168.59059 98.12081 60.7494 x x 38.79288 x 118.35965 36.3252 x 118.09845 x 82.13625 x x x 148.59172 132.05664 139.74706 x x x 156.6318 61.34293 x 117.87562 167.86955 108.97845 200.0785 x 146.60086 34.36236 102.68827 147.17226 x x 113.36698 x x x x x x 65.09868 x 157.23248 x x x 11.48798 x 106.0779 x 180.97777 x 133.04617 x 39.10181 62.3086 38.21633 202.21266 76.19456 130.371 76.3677 52.50862 x x x 106.30947 x x x 165.95395 x 45.92862 58.37908 x x x 108.48353 x 23.17228 214.85144 x x x x x 176.33411 59.95284 155.16209 137.94448 x x 174.84969 x x 127.19366 21.68364 108.26812 23.76075 152.987 167.32328 98.46176 x 140.0612 46.043 151.90368 119.86401 170.42895 x 93.53785 167.19147 116.33028 x x 112.39122 x 96.70633 140.80099 24.33839 161.11566 x x 73.60153 77.16726 x 126.21936 65.81 x 136.41471 173.07151 159.10644 160.06438 149.76163 198.68118 188.45919 x x x 135.61166 61.27148 28.89684 x 127.57849 93.4832 22.19993 x 91.08943 x 152.29485 x x 73.86601 69.23575 x 183.27303 x x 186.61341 16.99023 x 32.64615 x 161.20124 x x x 133.20185 x 182.24389 x x x x x 115.22987 91.08101 x x 126.49619 x 138.98259 x 148.59429 x x 
x 105.31632 96.22911 x x x 113.77977 x x x x 76.94405 47.16967 170.86122 101.01046 x 142.08838 189.89466 4.96645 x x x 181.28478 x 151.01523 x x x 193.93191 142.83154 x x 31.02512 x 118.93133 x x x x x 123.57581 215.99752 x x x 95.21658 159.38905 x 177.82086 145.77863 x 105.86851 x x 64.78481 x x x 177.3922 47.46546 x x 33.67249 78.38044 123.05462 x 195.60919 x 145.42562 62.78917 x 54.76843 72.02541 x 69.34586 127.79981 x 86.36098 59.93362 88.74505 x x x 144.97289 235.82628 x x 59.92247 x 18.89846 x 134.98032 x x x 223.79011 x 143.38397 91.44632 x 176.77876 172.57588 x x 156.64394 x x x 5.09614 190.00909 152.27281 x x x 184.32251 x 105.50537 56.05001 x x x x 161.76827 x x x x x 90.03066 112.20818 x 126.57092 x x x x 17.23416 x 79.73121 x x x x x x 174.94933 143.17679 x 208.90189 195.96525 x x x x x 39.04746 x 147.88726 x 30.01613 x x 181.23368 x 127.34793 131.25814 97.39471 x x 196.95721 x x x x x x 171.75666 x x x x x 237.72608 x x x x x 118.9513 x x 179.73198 157.38362 114.4494 120.72684 117.16695 x x x x 
208.28241 128.97369 x 171.90676 107.50498 x 91.3552 124.6673 x 175.14388 x 55.42234 76.7762 x x 71.14649 x 187.87898 38.55774 221.15798 x 46.58025 187.12029 129.54685 174.859 89.21698 x 202.02926 189.78303 x x 150.06429 22.75498 x x 164.20998 x x 126.70134 178.97706 120.39023 211.28576 159.24012 x 39.62894 x x 53.08564 172.62503 x x 123.93108 x 50.97832 78.38477 x 74.69105 17.74023 x 76.94051 11.48798 33.67249 x 76.89556 117.352 116.05881 x 128.24157 144.50834 x x 71.54411 41.02434 213.70019 85.82507 141.04497 x 56.28938 x x x x x 166.528 236.11732 x 127.01069 x 63.28362 16.99629 x 109.4346 x x 28.97791 x x x 119.84812 x x 186.9879 x x 148.96626 x x 185.08352 x 195.25057 137.06339 21.41486 x 12.38311 159.91595 x 109.84207 x x 57.52016 x x 180.35564 230.22024 105.02054 177.38717 x 196.27146 x 123.26395 x x x x 172.2084 x x 79.69116 x x 137.59649 76.51733 154.14009 147.90269 184.50394 170.36648 168.23477 x 210.1613 x x x x 145.585 65.61398 x 168.82979 138.4177 x 31.84752 x x 159.23002 x 104.54872 x x x 49.29167 x 109.16973 x 197.85729 x x x 184.39499 170.96334 x x x x 238.9045 x x x 162.20937 x 117.93259 x 99.71262 187.49964 169.61338 x x 145.64639 46.33635 x x x 
x 85.99418 44.66371 x x 112.75642 64.88276 72.04883 x 100.13435 x x 74.77814 105.19835 x 28.6596 x 112.35773 80.68799 144.31589 75.72139 39.64467 110.73207 x 124.95079 x 22.02354 x x 93.97108 x x x 128.03924 68.70257 x x 100.77093 79.85544 x 45.29014 x x x x 58.04061 82.35884 x x 100.21824 x 68.12384 x 34.60202 x 118.489 38.82259 87.8309 x x x 78.38044 76.89556 x 44.89808 80.06626 117.61436 105.12385 x 34.67202 66.64231 x x 136.8151 x 73.27242 x 74.94038 82.88031 x x x x 111.82352 159.7383 132.39315 x x 72.27896 81.95912 x 89.3446 x x 62.58302 149.48045 x x 94.60603 x x x 24.85412 x 78.70037 x x x x 118.63791 x 75.06783 82.66091 x 128.49223 x 34.40714 x x x x x 118.15687 x 28.13186 x x 121.52959 73.36234 54.31962 x x x x x x x x 24.61915 90.5019 x x x 71.04233 x x 122.46489 x 133.46705 x x x x 87.69238 73.84061 40.36924 127.68 x 68.42546 50.06783 57.97057 x 119.92352 x x 53.70446 x 26.61656 36.9637 x 33.43315 133.76508 x x x 66.65512 113.07829 110.75461 30.03192 x x x x 118.93163 77.87943 x 117.14579 x x x x x x 84.58584 x x x x x x 
90.98591 x x 54.60289 x x x 90.40693 x 58.05426 x 71.52273 116.20288 84.15942 48.92522 x 59.71938 x 125.51548 110.48904 93.64509 x 82.14166 x 135.76444 73.04121 66.8635 x 72.43629 x x 46.96509 x x 74.86831 99.13429 52.03509 x 100.8509 62.36563 9.30514 x x x x x x x x x 61.50993 84.7322 53.45206 x x 132.95527 78.74029 x 55.25169 115.76316 106.0779 123.05462 117.352 44.89808 x 63.60304 x 91.07589 31.28195 x x 82.75488 x 101.02404 x x 35.78925 x x 35.04143 x x x x x 149.11631 x x x x 95.90946 x x 104.75556 x 112.86613 63.67187 77.82973 x x x x x 58.06574 x x 111.16882 x x 88.06257 x 110.14128 x 128.94969 x 90.49745 x x x x x 29.03085 x x 26.55614 x x x x 59.45527 x 61.60705 42.43047 x 55.76731 x 118.90618 81.50903 55.85523 x 21.23717 43.51754 x x 78.62987 x x x x x x x x x x x x 27.59929 x x 24.01819 91.45038 x x x x x x x x x 90.18722 x x x x 99.06361 x 30.37358 x x 34.15056 x x x x x x x x 92.42002 x x x x x x x 53.94094 x 
x x x 96.87376 x x x 147.2996 173.06356 101.839 113.07779 61.21213 151.50464 145.85753 106.3231 x 8.31325 114.26205 141.63037 x x 73.48622 140.25317 x x 29.46172 x x x 156.55403 x x x 146.08189 135.9313 49.67052 x 110.09794 x 93.61541 72.90819 x x 136.25536 x x x 68.36399 92.47018 27.04958 x 142.25861 74.19404 x x x x x 75.47933 151.22427 x x 116.05881 80.06626 63.60304 x 113.47399 27.56402 x x 75.01851 120.47826 x x 122.55327 135.93824 79.32175 67.91716 101.28465 77.20933 x x x x x 207.93466 x 86.50127 x x x 21.76918 x 166.63118 x 160.07251 x 14.26588 174.59717 106.79865 x x x x x x 174.76674 80.09823 x x 34.76802 x x 123.87892 48.89849 153.45424 94.8696 92.16932 x 80.8564 x x x x x x 175.20453 x 62.2993 119.99483 x x x 117.43778 87.7077 x x 41.7788 x 166.42941 x x x 99.52534 x x 196.59709 x 142.52122 x x x x x x x 203.44087 x x x x x x x 12.71443 x x x x 118.54152 x x x x x x x 176.19753 x x 191.6434 x 166.39217 x x 142.25979 x x 79.64792 64.88813 x x x x x x 69.74261 41.74326 11.25022 x 
15.98747 x 113.28735 x x x x 131.43465 129.32255 17.54524 x x 179.62539 69.95729 101.9806 137.79233 105.71572 8.96224 197.49829 53.18021 133.18864 x x 73.61661 x 135.90007 x 28.31976 5.27501 x 69.11352 x 212.97613 x 108.18492 118.31595 123.79637 21.50699 141.97999 20.5767 x 21.51944 x 81.9941 x 126.98001 x x x x 135.2599 x x x 137.29262 x 143.74601 199.70902 x 179.11508 180.97777 195.60919 x 117.61436 x 113.47399 x 134.64795 50.66134 x x x x x x 100.14826 x x 190.88606 107.1032 x 121.85637 x 139.58099 47.96689 x x 137.04475 x 199.31249 124.80057 x x 125.93995 171.03379 47.91546 x 125.57995 x 26.80718 80.19702 x x x 47.13149 114.45341 x x x x x x x x 129.18083 x 92.85852 x x 135.43218 113.80559 x 124.15466 x x 56.92119 x x x 100.4583 x x x x x x 189.00717 x 119.53072 x x x 67.87102 x 49.54208 x 161.58042 102.35686 x x 63.50718 x x x x 157.96921 172.09299 59.7501 154.40604 167.66508 x x x 123.54105 x 69.83229 110.92266 x x 6.1002 x x x x 120.05811 x x x x 72.99593 156.70825 x 52.93357 x x x x x x 66.06353 146.71518 x x 136.90833 79.91244 x x x x 204.52913 
147.20747 189.95166 x x x x 42.02899 174.09581 x x 139.03254 x 173.53471 172.50008 x 131.79997 x 136.63868 158.40896 185.0648 x 91.14706 x x 224.10506 x 119.2543 x x 184.11786 x x x 169.9754 x 39.62808 111.30902 x 183.21095 114.18581 100.3774 x x 163.64109 x x x 87.24386 x x x x x 126.123 x x 142.26049 x x x x x 128.24157 105.12385 91.07589 27.56402 134.64795 x x 93.94534 x 144.02421 x 173.48821 147.51956 x 105.57195 x x x x x x x x x 120.21696 108.73859 65.67338 143.97617 183.87217 18.93777 x 194.10595 99.38094 x x 13.76466 x 131.28926 59.32592 x 82.51366 84.05627 x 110.37071 x x x x x x x 133.98293 x 180.52005 122.22936 x 95.62533 102.8598 37.33567 x x x x x x x x 147.40114 x 33.20441 x 126.50722 x 137.04286 x x 128.83206 193.18644 104.536 x 67.34313 126.19228 x x x x 164.97064 167.80826 x x 57.85273 61.99409 168.36775 x 230.31774 81.2743 x 126.94698 68.25827 x 37.68918 33.30279 x x 73.01285 x 90.28911 140.13419 x x 185.34963 111.41794 175.16089 x x x 76.98161 62.05833 x x x x x x x x x x x 173.34734 177.58396 x x x x x x x 
x 105.89526 64.75758 x 37.45096 114.64691 93.95795 87.25057 96.55612 33.22461 73.27619 102.17735 x 56.11981 52.44933 87.13464 x x 147.14401 x 89.70846 101.8791 51.33603 x 122.91813 x 88.43515 57.81613 49.78753 76.94262 x 55.02649 x 62.79696 x 115.89235 73.88208 32.55393 98.15899 45.55128 24.84687 71.80096 82.1527 x x x 14.14759 x 36.59404 116.96213 x x x 101.20343 x x 93.18903 153.66016 48.9586 x 133.04617 145.42562 144.50834 x 31.28195 x 50.66134 x x 98.22838 x 97.79134 131.94562 70.36488 88.44983 60.69219 57.37774 127.60076 146.33615 57.70765 140.45273 75.55033 70.77362 106.61813 x 139.54015 22.67986 x 121.33857 x x 110.06215 78.05046 x 125.92598 82.56943 x x 128.01447 x x x x 58.07193 x x x 75.6603 x x x x 113.80829 156.5169 x x x 90.35929 x 87.01922 x x 98.3961 x 41.11343 71.52958 126.49651 x 123.75758 x x x 46.07782 154.54834 x 59.28649 138.3896 x x 103.93699 11.91035 x x x 47.72094 32.77304 x 99.1379 65.8389 x x 116.88957 x x 133.04541 x 135.91858 37.07775 x 118.15685 x x x x x x x 78.95459 x 51.56427 x 67.76629 69.5638 x x x 73.66321 x x 59.82456 x x x x 142.67133 x x 89.30888 x x 98.29966 x x x x 137.04406 x 111.59261 x x 
x x x x 60.787 105.56812 52.32346 x x 127.66832 x 18.43162 x 139.62629 72.47085 46.46531 79.35647 140.60777 66.75232 176.64139 x 5.3694 144.15722 86.5904 154.44007 54.44054 31.71159 156.04421 141.90397 x 94.85633 102.45018 70.2516 160.14165 101.82852 x 34.3071 130.18602 106.90875 130.78289 73.56675 163.23355 x x x 87.07318 112.17805 x x x 21.54554 x 19.20538 33.71085 55.17824 146.63971 x 55.45656 119.78533 x x 62.78917 x 34.67202 x x x 93.94534 98.22838 x 32.74378 55.61952 38.7672 168.35736 x x 44.60484 x 48.74428 43.24941 x x 168.79083 142.66577 x 158.92939 83.14974 21.19088 x 58.62761 x 75.48954 73.60707 x 28.23927 180.73673 42.16152 82.26247 x 124.5803 114.47155 x x x x 41.49248 152.09313 137.59636 58.1076 x x x x x 122.88929 x 68.98175 x x x 119.49626 86.91763 151.2592 x x 129.97932 x x x 88.313 x 64.38242 x x x x 66.55286 x 54.98868 x x x 107.13834 102.80968 141.20035 122.47952 x 115.89087 x x 106.13339 64.91569 x x x 27.48666 x 90.15561 x 33.66289 71.96098 82.84902 118.73812 121.31821 x x 36.44386 x 3.99586 147.23582 x 159.43096 x x 109.1133 x 147.73146 143.24795 41.44453 x x x x x x 112.4151 x x x x x 146.06028 x x x 136.8126 x x x x 
182.65558 x 109.49746 146.87169 87.75401 x 50.45625 133.41338 x 150.89479 96.19785 x x 170.19641 x 77.97177 x 164.15135 77.73865 x 136.94868 27.41437 173.08634 116.45002 186.70603 x x 181.76393 163.50493 x x 116.00778 x 187.3005 x x x 155.06239 x 150.68881 x 183.67466 162.00241 x 69.88293 119.532 x 31.14763 145.84604 x x 130.74919 x x x x 86.22174 x x x 39.10181 x x 66.64231 x 75.01851 x x x 32.74378 x x 7.48659 x 95.98118 x x 13.6999 26.45155 x 19.15495 121.59983 193.5694 175.24218 x x x 53.5836 x x 150.17191 65.96184 78.69345 163.11539 15.95625 x 41.17392 76.4834 142.12798 x x x x 131.93571 x x 184.55978 x x x x 24.2564 x 49.55246 116.55233 172.06518 x x x x x x x x 91.49433 142.09359 x x 17.22491 x x x x 42.57113 x x x 36.09121 x x 115.09158 x x x x 144.40063 x x 189.50109 x x x 56.04123 x x 51.50738 185.45293 x x 52.03497 x x 117.00796 x x 97.21054 x x x x x x x x x x x x 63.49084 x x 113.00293 x x x x x x x x 114.11264 x x x x 166.60807 x 113.55127 x x 
163.43266 58.88695 x x 69.94436 153.0393 102.31972 53.12821 x x x 73.85092 33.5251 116.45642 x x 122.04783 141.63158 54.614 x x 60.53623 x x 104.12866 x 25.03372 x x 88.76798 x 128.47381 x 148.8244 64.29364 168.38189 x x 55.64994 141.44208 80.03109 169.59229 88.51389 92.62342 x 41.40704 x 60.99506 x 138.09794 x 52.64665 x x x 94.8626 4.74653 87.98835 137.63155 x 62.3086 54.76843 71.54411 x 82.75488 120.47826 x 144.02421 97.79134 55.61952 x x 89.325 158.72085 14.77734 73.04289 47.55648 97.58155 89.64248 x 88.20884 x 163.97503 95.05639 x x x x x x 72.60096 126.88661 x 85.85665 73.79379 x 93.56654 x 57.73727 122.8536 x x x x 115.92924 x 114.687 x 53.96696 x x 81.24005 x 83.1104 x 112.14602 55.54599 x x x 162.51518 x 109.15613 180.89834 x x x x 98.26358 x x x 125.06574 x x x x x 28.85971 x 96.2166 66.54629 135.96265 x 126.07225 x x x x x x 19.15138 87.34926 x 35.274 x 100.58129 110.18296 x x x 29.13561 x x 114.43378 x x 19.01374 x 148.77404 55.79589 x 134.34714 x x x x 99.57425 71.625 x 94.85975 x x x 47.4602 x 92.48044 x x x x 125.60533 102.61567 64.19313 x x 74.11413 x x 83.22706 
x x 115.35959 154.35655 95.08367 x 56.79194 138.56049 175.41649 x 101.68757 29.79923 x x 111.19544 x x 171.63786 76.9673 211.30489 x 33.57093 x 123.5331 191.69472 52.13704 68.37733 189.22043 170.97325 166.25493 115.03538 x x 194.69627 140.53455 x x 162.53401 143.54392 x x 191.10609 x 158.05691 x 124.79363 x x 153.31258 80.01389 59.78658 136.11024 57.5039 65.57549 91.47092 x x 33.75466 144.06766 106.78137 38.21633 72.02541 41.02434 x x x x x 131.94562 38.7672 7.48659 89.325 x 202.22524 x x 82.46009 15.43824 x x 13.00982 127.08319 x x x 194.60743 x x 23.36277 x x x 85.32795 x 16.44038 214.17307 x x x 157.29907 128.18903 190.88192 x 139.09045 x x 190.85497 x x 187.39571 107.95216 x 138.04037 x x x 107.08527 x 130.68434 55.21096 122.69897 122.87834 189.90875 214.05291 98.49667 x x x x x 112.55915 x x x 151.33657 x 83.65098 40.93441 x x x 57.96596 125.33496 x x 151.87883 x x x 190.3494 x x 63.35467 x x x 189.79394 115.95858 122.61211 x x x x 121.40068 x x 63.78027 x x 177.79861 x x x x x 7.32759 x x x x x 120.36831 224.77282 x x 151.17639 x x x x 118.38016 183.06297 x x 120.95943 x x x x x 
36.60521 143.75657 x 53.68042 x 166.94282 160.40212 128.01307 113.76363 48.66941 131.9951 172.43226 186.16656 51.56468 110.5603 150.54712 x 37.04843 211.89369 12.01266 128.67823 172.14797 x 84.97273 x 169.84696 155.15271 14.16935 x 96.02793 107.26029 x x 10.41168 104.69844 x 141.48703 40.91948 x 61.1769 95.21173 47.55241 101.17963 73.10178 193.43393 x 56.93382 166.18598 x 176.55189 154.76846 x x x x x x x 80.1526 x 202.21266 x 213.70019 136.8151 101.02404 x x 173.48821 70.36488 168.35736 x 158.72085 202.22524 x 146.26816 x x x 216.65954 126.56745 x x 14.70182 123.22621 29.02414 x x x x x x x 138.79801 112.40929 x 12.90694 x x 170.56059 45.40111 121.0252 76.99994 x x 82.02518 131.93052 87.3629 96.16451 x x x x 157.56301 225.88563 x x 105.50245 x x x x 82.38032 103.18857 29.73051 108.72147 98.06457 x x 193.15369 102.99516 183.24853 153.77378 x x 65.17504 x x 180.09657 131.30907 x 79.87847 144.26939 x 65.81201 33.89805 x x 143.19966 x x x x x x x x 156.5785 94.34491 155.95134 185.67648 x x x 164.40139 158.88283 99.25449 138.7437 x 169.12293 35.08979 x 46.23537 42.47767 208.0165 113.69339 x x x 131.37424 x 141.31784 93.54098 x x x x x 103.11382 x x x x 72.56875 129.75555 x x 181.49575 x 144.93849 x 
153.15682 47.28612 x x 65.03319 x 106.69351 39.0701 x 121.42666 15.17947 x x 102.56261 x 18.09036 x x 68.94885 x x 69.77576 114.76837 64.96715 91.28645 x 32.84429 137.73574 138.11639 73.99372 119.51176 x x x 49.59642 x 36.27296 118.31191 42.93658 x x 159.94607 x x x x 100.97544 69.02796 124.58199 x x x x 36.2127 9.36972 82.67146 11.13402 x x 40.59021 76.19456 69.34586 85.82507 x x 122.55327 x 147.51956 88.44983 x 95.98118 14.77734 x 146.26816 x 58.49692 44.9214 107.47893 x 46.71385 x 31.02972 x x x x x x 107.34989 82.0998 58.16615 131.30955 x 71.46225 x 159.12563 98.82365 x 52.11301 112.41225 x x 65.69509 135.53257 109.53153 x x x 68.69428 123.76445 x 94.24518 x x x 97.74862 x x x 49.03364 x x 94.59402 169.46558 51.6337 149.83967 x 142.07847 x x 40.01754 x x x 127.61455 30.15263 x 112.23021 x x 88.41802 69.77382 x 86.2781 113.15927 x 86.39369 155.57617 x x x x 89.82801 126.00322 x 48.14862 x x x 54.10899 96.70026 18.58685 161.6476 167.68115 x 87.73702 74.72672 15.89258 x 138.46383 x x x x x x 102.42268 x 72.12754 x x x x x x 61.22718 x x x x x x x x x x x 161.71005 x x 
x 49.75268 32.54858 87.32705 x x 130.02623 32.99368 37.53978 86.10666 48.21229 120.18404 94.21571 46.05531 x 70.01475 x x 127.43971 x x 112.45875 61.70893 39.96168 63.03452 138.43344 x x 101.73455 21.21015 112.67146 113.88217 154.8195 84.63927 9.87781 x x 78.68426 42.67219 103.12422 x x 24.7105 22.16433 x x 66.67333 108.80651 94.11282 161.38376 86.81303 x 88.80994 90.09488 63.64709 62.09509 68.75048 x 109.54669 93.67387 130.371 127.79981 141.04497 73.27242 x 135.93824 100.14826 x 60.69219 x x 73.04289 x x 58.49692 x 65.62645 x 153.38157 x 149.73053 29.07186 104.22651 46.96934 123.67907 78.85672 x 87.8417 x 139.63755 x x 125.37544 x 133.95808 107.33603 126.07845 149.89912 75.80811 73.8795 x 45.96326 96.16381 x x x 44.85089 136.22297 126.94332 x 118.35168 x 62.55051 153.26226 x x x 86.40088 x x 165.71078 47.29611 x 122.01269 x 132.2217 x x 146.31969 x x x 105.78023 x x 36.18423 x 143.22937 x x x 96.55041 x x x x x x 97.16376 x x x x x 102.45264 101.49028 x x x 109.41765 97.42084 55.01951 x x x x x 61.1806 109.95237 x x x x x x x x 40.28308 x 116.36231 60.7022 x x 57.76531 119.49274 x x 33.24855 x x 55.87915 x x x x x x x x 153.51768 
x 84.38174 39.99233 87.02644 x 111.77277 67.25086 68.85908 x 89.55364 x 54.97073 x 95.02914 x 34.71498 x 101.63787 90.6941 x x x 99.99011 x x 74.72747 31.65391 114.34305 x 86.68792 x 80.91737 107.0134 x x x 16.76851 89.92826 x x 35.01554 x x 75.65847 72.15899 55.30893 x 44.56654 x 101.5254 x x x x 38.47753 x x 98.57672 x x 76.3677 x x x 35.78925 79.32175 x 105.57195 57.37774 44.60484 x 47.55648 82.46009 x 44.9214 65.62645 x 82.93801 x x 88.30562 x 127.85057 106.70882 x 129.67965 39.25247 30.6589 x 92.80056 x 91.06213 x 92.72107 72.77842 x x x x x x 109.00241 30.53776 93.38172 69.53991 x x 114.16449 x 107.81239 75.80248 x x x 126.73333 96.39264 24.64526 x 70.72315 30.58586 x 43.49884 x x x x 96.36685 x 80.82928 46.93067 82.1471 72.43123 x 98.93082 x x 83.3417 78.15107 23.89832 87.8246 x x x x x x x x 122.51323 x x x x 81.60667 x 51.10005 x 62.83773 70.07167 x x 61.43378 x x 76.55821 x 33.19489 x 46.46859 x x x x 83.27641 x x 103.81497 x 28.61272 x x x x x x x x x 30.63892 x x x x x 38.82082 x x x x x 
182.67767 x 118.96427 147.56781 x x 44.53034 x 179.60526 151.85297 x x x 175.94775 x 89.39011 x 165.14341 91.25524 x 147.65648 37.76559 x x 197.47999 x 74.64802 x 163.4607 168.91134 x 112.94023 x x 143.56658 112.0153 x 156.90247 x 149.93302 x 182.84875 x 158.25732 83.56697 130.05383 140.40939 39.78606 x x x x x x 98.13548 189.72354 98.13956 48.82855 134.79709 118.16793 52.50862 86.36098 56.28938 74.94038 x 67.91716 x x 127.60076 x 13.6999 97.58155 15.43824 x 107.47893 x 82.93801 x x x 28.05502 131.73802 195.0339 185.48096 214.49838 x x 64.27536 8.86793 72.98914 x 55.80909 73.41892 172.85912 29.51457 208.84245 x 67.19922 154.81412 x x x 52.98815 128.81368 120.20443 82.05541 192.72597 x x 184.00299 97.02159 35.46797 146.41734 60.45352 x 178.75821 x 68.27957 123.09361 x 108.25613 x x 207.17465 x 137.93217 x x 5.63049 x 123.63258 57.54519 117.42149 x x x 96.91751 x 97.47126 161.07741 117.41193 54.67283 x 134.38699 174.11752 144.74537 x 108.91889 x x 115.2523 103.61968 x 105.81251 x x x x x x x x 108.06216 106.54976 55.25896 98.38058 58.83559 94.30694 x 170.99016 x 179.44137 192.79795 38.85945 151.61647 19.86334 186.45033 x x 102.76213 189.4051 111.64641 218.60018 x x x x 179.61521 x 103.57604 125.97295 x 172.13406 x x 178.99456 x x 64.19088 61.25457 
